NAME,rwater,TOWN,BASIN,GSI,SIC,Municipalities,samp_location,samp_date,storm_mag,storm_dur,prev_storm,rain_ph,days_last_storm,o_n_g,samp_ph,cod,tss,tp,tkn,no3,fec_coli,tot_copper,tot_zinc,tot_lead,24_hr_lc50,48_hr_lc50,hardness
Framatome Connectors Inc,"Sympaug Brook, Saugatuck River",9,,809,3643,N,outfall 001,10/10/07,0.25,15,10/8/07,,2,2.5,6,6,27,0.04,0.54,0.4,,0.077,0.597,0.03,0.18,0.17,0
Framatome Connectors Inc,"Sympaug Brook, Saugatuck River",9,,809,3643,N,outfall 002,10/10/07,0.25,15,10/8/07,,2,2.5,6.8,18,5,0.01,0.4,0.5,,0.148,0.624,0.03,0.07,0.06,24
Willimantic Waste Paper,Quinnebaug River,22,3700,1970,4953,N,1,9/11/07,2.75,7,8/21/07,5.73,21,1.4,6.32,73,63,2.2,1.5,0.6,,0.036,0.116,0.014,1,1,12
Pentron Laboratory Technologies LLC,,148,,518,,N,53 N. Plains (bldg. 53),10/10/07,0.16,10.5,9/15/07,,25,1,4.24,8,2,0.05,0.72,0.3,,0.006,0.139,0.002,1,0.94,3.8
Pentron Laboratory Technologies LLC,,148,,1585,,N,68 N. Plains,10/10/07,0.16,10.5,9/15/07,,25,1,4.07,8,6,0.05,0.6,0.4,,0.017,0.055,0.004,1,1,2.6
Cromwell Concrete Products,,33,,471,3272,N,upper,9/11/07,0.59,8,8/21/07,4.7,21,32.1,10.6,160,290,0.16,3.9,0.1,,0.02,0.05,0.002,1,1,140
Cromwell Concrete Products,,33,,471,3272,N,lower,9/11/07,0.59,8,8/21/07,4.7,21,18.9,10.4,160,580,0.44,3.9,0.1,,0.03,0.17,0.011,1,1,72
Electric Boat Corp,Thames River,59,,669,3731,N,SD-4,9/11/07,1.17,4.5,8/10/07,4.6,32,9.9,6.32,86,52,0.53,3.36,0.5,,0.084,0.37,0.005,0.75,0.71,0
Electric Boat Corp,Thames River,59,,669,3731,N,SD-7,9/11/07,1.17,4.5,8/10/07,4.6,32,9.7,7.02,228,11,2.35,33.2,0.3,,0.063,0.2,0.005,1,1,52
Electric Boat Corp,Thames River,59,,669,3731,N,SD-10,9/11/07,1.17,4.5,8/10/07,4.6,32,2.4,6.34,54,16,0.18,2.14,0.9,,0.056,0.97,0.005,0.19,0.18,8
Electric Boat Corp,Thames River,59,,669,3731,N,SD-14,9/11/07,1.17,4.5,8/10/07,4.6,32,0.5,6.33,68,16,0.44,3.79,0.4,,0.062,0.18,0.005,1,0.89,20
Electric Boat Corp,Thames River,59,,669,3731,N,SD-19,9/11/07,1.17,4.5,8/10/07,4.6,32,0.5,6.34,48,19,0.24,1.67,0.6,,0.061,0.16,0.005,0.48,0.26,12
Electric Boat Corp,Thames River,59,,669,3731,N,SD-25,9/11/07,1.17,4.5,8/10/07,4.6,32,10.5,6.45,138,87,1.4,12.4,0.6,,0.17,0.28,0.044,1,1,40
Electric Boat Corp,Thames River,59,,669,3731,N,SD-29,9/11/07,1.17,4.5,8/10/07,4.6,32,2.9,6.6,102,115,0.45,2.1,0.6,,0.039,0.19,0.023,1,1,16
Electric Boat Corp,Thames River,59,,669,3731,N,SD-32,9/11/07,1.17,4.5,8/10/07,4.6,32,0.5,6.38,68,47,0.26,1.5,0.6,,0.053,0.31,0.015,0.89,0.71,8
Custom Metal Crafters,Newington Stormsewer system Upper CT River basin,94,,908,3471,N,"16"" outfall w/in CB on N. mountain rd",9/11/07,0.59,9,8/21/07,6,21,1.5,5.9,100,26,0.19,4.6,1.2,,0.133,0.352,0.004,1,0.62,8
Kingswood Kitchens,Still River,34,,1785,2434,N,OF-1,9/11/07,,13,8/21/07,4.5,21,0.9,7.4,19,7,0.02,1.09,0.5,,0.01,0.01,0.001,1,1,1
Town of Simsbury WPCF,Farmington River,128,,1748,4952,Y,#8,11/6/07,0.34,9,10/28/07,6.5,9,1,5.91,1,1,0.07,0.44,0.5,,0.007,0.066,0.002,1,1,5.3
Farmington WPCF,Farmington River,52,,1801,4952,N,1,10/24/07,0.15,24,10/20/07,5,4,2.5,7.06,94,2,0.36,2.93,1.3,,0.03,0.15,0.02,1,1,29.9
Farmington WPCF,Farmington River,52,,1801,4952,N,2,10/24/07,0.15,24,10/20/07,5,4,1.7,6.81,41,7,0.17,1.37,0.7,,0.02,0.09,0.02,1,1,26.8
City of New Haven,Quinnipiac River,93,5200,1690,4212,Y,DPW #1-AH 61087,9/11/07,1,8,,6.39,,20,6.62,120,1390,0.4,1.2,0.1,,0.005,0.095,0.005,1,1,8
City of New Haven,Quinnipiac River,93,5200,1690,4212,Y,DPW #2-AH 61088,9/11/07,1,8,,6.39,,4.7,6.2,24,64,0.09,0.43,0.1,,0.011,0.076,0.023,1,1,16
OVERHAUL SUPPORT SERVICES LLC,DEGRAYES BROOK,40,,1973,3721,N,1,10/9/07,0.16,9,9/15/07,4.42,24,5,4.5,5,5,0.1,1.6,0.8,,0.04,0.63,0.013,0.81,0.35,4.5
OVERHAUL SUPPORT SERVICES LLC,DEGRAYES BROOK,40,,1896,3721,N,1,10/9/07,0.16,9,9/15/07,4.42,24,5,5.67,5,5,0.1,20,0.6,,0.04,0.22,0.013,1,1,12
"Town of Windsor, Windsor-Bloomfield Landfill",Farmingtin River,164,,860,4953,Y,DSN 001,9/28/07,0.05,3.5,9/15/07,5.48,13,1.5,7.61,72,41,0.34,2.4,0.1,,0.005,0.012,0.004,1,1,114
"Town of Windsor, Windsor-Bloomfield Landfill",Farmingtin River,164,,860,4953,Y,DSN 002,9/28/07,0.05,0.1,9/15/07,5.48,13,1.4,6.92,52,8,0.01,1.5,0,,0.001,0.002,0.001,1,1,128
King Industries,Norwalk River,103,,628,2869,N,SD-3,9/15/07,0.2,3,9/11/07,6,4,4,7.32,145,39,0.37,2.23,0.3,,0.05,0.35,0.05,1,1,16
King Industries,Norwalk River,103,,628,2869,N,SD-11,9/15/07,0.2,3,9/11/07,6,4,1,7.2,176,3,0.49,17.5,1.6,,0.18,2.34,0.05,1,0.33,78
King Industries,Norwalk River,103,,628,2869,N,SD-12,9/15/07,0.2,3,9/11/07,6,4,2.7,7.14,85,8,0.17,3.46,0.6,,0.05,0.23,0.05,1,1,2
King Industries,Norwalk River,103,,628,2869,N,SD-21,9/15/07,0.2,3,9/11/07,6,4,2.8,6.48,195,82,0.51,4.92,1.9,,0.05,0.31,0.05,1,1,24
Town of New Fairfield Public Works,Ball Pond Brook,91,6402,1274,9199,Y,DSN004,9/11/07,0.5,7,8/21/07,5,21,1.7,8,160,22,0.15,1.5,0.7,,0.02,0.12,0.002,1,1,80
Town of New Fairfield Public Works,Ball Pond Brook,91,6402,1274,9199,Y,DSN005,9/11/07,0.5,7,8/21/07,5,21,1.4,6,26,6,0.51,0.45,0.8,,0.002,0.556,0.001,1,0.71,24
Town of New Fairfield Public Works,Ball Pond Brook,91,6402,1275,9199,Y,Fire Station,9/11/07,0.5,7,8/21/07,5,21,1.4,7,87,47,0.1,0.91,1.8,,0.01,0.011,0.001,1,1,52
Town of Thomaston,Branch Brook/ Naugatuck River-6900,140,,1116,4212,Y,DSN 001 open channel @ Branch Brook,11/6/07,0.61,12,10/28/07,5,9,3.3,6.5,182,100,1.55,5.28,1.1,,0.06,0.13,0.04,1,1,38.4
Ernest Joly & Sons,Quandock Brook,69,,430,1430,Y,1,11/15/07,0.6,6,,4.5,,2.5,4.5,150,420,0.62,1.4,0.3,,0.04,0.058,0.007,1,1,52
Barden Corp,Still River,34,,538,3562,N,,9/11/07,0.62,1,8/21/07,6.03,21,5,6.28,46,21,0.1,1,0.4,,0.04,0.073,0.013,1,1,11
Arrow Line Acquisition LLC-East Htfd Div,Hockanum River Basin,43,4500,1696,4173,N,1,9/11/07,0.45,14,8/21/07,5.23,21,5,3.52,92,5,0.15,2.4,0.5,,0.04,0.022,0.013,0.71,0.68,14
Arrow Line Acquisition LLC-Waterford Div,"Jordan Brook, SE coastal basin",152,2201,1695,4173,N,SP-1,9/11/07,1.41,14,8/21/07,6.22,21,5,4.56,5,5,0.1,1,0.6,,0.04,0.96,0.013,0.71,0.31,2.5
Arrow Line Acquisition LLC-East Htfd Div,Indian River watershed,84,5104,1723,4173,Y,1,9/11/07,0.97,14,8/21/07,6.11,21,5,4.03,5,8,0.1,1.2,0.1,,0.04,0.057,0.013,1,0.87,3.1
Arrow Line Acquisition LLC-East Htfd Div,Indian River watershed,84,5104,1723,4173,Y,2,9/11/07,0.97,14,8/21/07,5.08,21,5,4.37,5,5,0.1,1,0.1,,0.04,0.048,0.013,0.35,0.31,1.6
BIC Consumer Products Mfg. Co. Inc,Housatonic River,84,,390,3999,N,outfall 001,10/19/07,1.4,12,10/11/07,6.8,8,5,6.2,16,12,0.1,1,0.4,,0.04,0.25,0.013,1,0.71,4
PRAXAIR INC,trib to CT river,139,,322,2813,N,DSN-001,9/11/07,1.1,7,8/15/07,7.3,27,2,6.5,8,7,0.05,0.34,0.4,,0.113,0.097,0.03,1,1,6
Turbotec Products Inc,,164,,1866,3443,N,SA68818-01-back pkng lot,9/27/07,0.1,4,9/15/07,5.93,12,1,6.8,88,13,0.35,6.5,0.4,,0.131,0.159,0.008,0.37,0.37,28
The Balf Company/Tilcon CT Inc,"Hockanum River, upper CT river basin",77,,1436,2951,N,DSN 004,9/11/07,0.59,12,8/21/07,4.5,21,6,6.3,330,260,1.5,2.9,1.4,,0.046,0.212,0.006,1,1,>300
The Balf Company/Tilcon CT Inc,"Hockanum River, upper CT river basin",77,,1436,2951,N,DSN 004A,9/11/07,0.59,12,8/21/07,4.5,21,1.4,7.11,47,7,0.14,0.44,0.5,,0.001,0.002,0.001,1,1,204
Honeywell International,Five Mile Brook,99,,1456,3669,N,S2-ROOF DRAIN,10/19/07,0.75,3,,6,,2.8,3.52,4,1,0.05,0.8,2.5,,0.012,0.173,0.022,1,1,1.2
Hamilton Sundstrand Corp.,Rainbow Brook,165,,388,3728,N,DSN-001A,9/8/07,0.25,3.8,8/17/07,6.89,22,1.6,5.52,56,179,0.48,2.8,1.2,,0.029,0.179,0.013,1,1,18.5
Hamilton Sundstrand Corp.,Rainbow Brook,165,,388,3728,N,DSN-002,9/8/07,0.25,3.8,8/17/07,6.89,22,1.6,6.54,29,1,0.06,2.7,1.4,,0.365,0.624,0.029,0.96,0.74,27
Hamilton Sundstrand Corp.,Rainbow Brook,165,,388,3728,N,DSN-003,9/8/07,0.25,3.8,8/17/07,6.89,22,1,4.88,8,2,0.06,1.48,1.3,,0.015,0.481,0.017,0.88,0.39,6.7
Hamilton Sundstrand Corp.,Rainbow Brook,165,,388,3728,Y,DSN-004,9/8/07,0.25,3.8,8/17/07,6.89,22,1.6,6.44,29,4,0.18,1.44,1.2,,0.04,0.14,0.004,1,1,29.2
Hamilton Sundstrand Corp.,Rainbow Brook,165,,388,3728,N,DSN-006,9/8/07,0.25,3.8,8/17/07,6.89,22,1,5.76,47,32,0.11,2.6,1.4,,0.037,0.331,0.016,1,0.89,18.8
Hamilton Sundstrand Corp.,Rainbow Brook,165,,388,3728,N,DSN-009,9/8/07,0.25,3.8,8/17/07,6.89,22,2,4.07,61,28,0.15,2.6,1.2,,0.03,0.153,0.019,1,1,11.9
Hamilton Sundstrand Corp.,Rainbow Brook,165,,388,3728,N,DSN-013,9/8/07,0.25,3.8,8/17/07,6.89,22,1.6,5.68,44,29,0.22,2,1.3,,0.035,0.216,0.005,1,1,17.1
"Redland Brick Inc, KF Plant",,132,,545,3251,N,DSN-001,11/13/07,0.65,10,11/6/07,7.5,7,1.5,7.53,10,8,0.72,0.87,0,,0.002,0.004,0.001,1,1,68
"Redland Brick Inc, KF Plant",,132,,545,3251,N,DSN-002,11/13/07,0.65,10,11/6/07,7.5,7,2.5,7.77,50,380,1.4,1,0.8,,0.069,0.181,0.021,1,1,68
"Redland Brick Inc, KF Plant",,132,,545,3251,N,DSN-004,11/13/07,0.65,10,11/6/07,7.5,7,1.6,7.69,59,490,2,1.3,1.2,,0.038,0.079,0.012,1,1,180
Farrel Corporation,Naugatuck River,2,,358,3559,N,R.R. TRACK,9/28/07,0.2,5,9/14/07,5.44,14,1,4.12,106,1,0.1,2.23,0.9,,0.41,0.28,0.1,0.28,0.13,12
Cytec,"Binney Park Pond, LIS",135,,1533,2899,N,DSN 001-SD Manhole,9/11/07,0.88,7,8/21/07,5.5,21,5,7.32,110,6,0.2,4.9,2.3,,0.04,0.082,0.013,0.18,0.09,140
Kohler Mix Specialties of CT,Piper Brook,94,4402,1751,2023,N,#005,9/11/07,0.3,0.6,8/21/07,3.85,21,5,6.27,61,44,0.2,1.9,0.7,,0.04,0.25,0.013,1,1,19
Kohler Mix Specialties of CT,Piper Brook,94,4402,1751,2023,N,#004,9/11/07,0.3,0.6,8/21/07,3.85,21,5,4.33,60,5,0.15,2.9,1.2,,0.044,1.1,0.013,0.5,0.34,6.6
Kohler Mix Specialties of CT,Piper Brook,94,4402,1751,2023,N,#001,9/11/07,0.3,0.6,8/21/07,3.85,21,9.6,4.9,8300,1100,0.1,1.8,0.1,,0.24,2.8,0.08,1,0.29,200
A. Duie Pyle Companies,Quinnipiac River,131,,1619,4213,N,CB-3,9/11/07,1.16,8,8/1/07,6.75,41,2.2,6.33,44,10,1.79,0.6,0.8,,0.027,0.167,0.005,1,1,12
A. Duie Pyle Companies,Quinnipiac River,131,,1619,4213,N,CB-13,9/11/07,1.16,8,8/1/07,6.75,41,2.9,6.59,65,7,1.68,0.42,0.5,,0.021,0.202,0.005,1,1,24
A. Duie Pyle Companies,Quinnipiac River,131,,1619,4213,N,CB-4,9/11/07,1.16,8,8/1/07,6.75,41,1.8,6.42,71,9,1.76,1.43,0.5,,0.023,0.181,0.005,1,1,24
The Berlin Steel Construction Co.,CLARK POND TO MATTABASSETT RIVER/WILLOW BROOK,7,,818,3441,N,Outfall D,9/28/07,0.4,2,9/15/07,7.71,13,18,9.64,45,92,0.1,1.3,2.3,,0.11,1,1.6,1,1,240
Roto Frank of America,"trib of Pattaconk Brook, CT River basin",26,,279,3442,N,CATCH BASIN #1,10/10/07,0.15,12,8/21/07,4.57,50,5,4.63,5,2,0.09,0.5,0.6,,0.004,0.18,0.001,1,0.57,2
Roto Frank of America,"trib of Pattaconk Brook, CT River basin",26,,279,3442,N,OUTFLOW #1,10/10/07,0.15,12,8/21/07,4.57,50,5,5.79,117,3,0.31,0.97,1.1,,0.01,0.49,0.001,1,0.52,5
AGC INC,Quinnipiac River,80,,310,,N,ACG-002#N0741070-04-front road,9/28/07,0.45,6,9/15/07,5,13,15.4,5.7,120,35,0.22,2.2,0.1,,0.02,0.2,0.006,0.71,0.71,8
AGC INC,Quinnipiac River,80,,310,,N,ACG-001#N0741070-02-lot-river,9/28/07,0.45,6,9/15/07,5,13,8.4,5.9,63,109,0.17,2.2,0.1,,0.02,0.31,0.013,1,0.93,4
Putification Technologies Inc,DRAINAGE DITCH,26,,1100,2869,Y,FRONT DRAIN,9/11/07,1.2,10.5,9/4/07,,7,2,7.1,18,50,0.05,0.21,0.2,,0.019,0.069,0.03,1,1,5
Putification Technologies Inc,DRAINAGE DITCH,26,,1100,2869,Y,pond outfall,9/11/07,1.2,10.5,9/4/07,,7,2,8.1,189,342,0.64,1.51,0.6,,0.084,0.159,0.03,1,0.6,117
Biersdorf Inc,Norwalk Storm Drain System,103,,784,2844,N,BDF 001-receiving gate basin,10/9/07,0.46,4,9/15/07,6.55,24,5,,,11,0.1,1.1,0.4,,0.04,0.2,0.013,1,1,10
Biersdorf Inc,Norwalk Storm Drain System,103,,784,2844,N,BDF 002- SW corner receiving,10/9/07,0.46,4,9/15/07,6.55,24,5.6,,,5,0.1,2,0.4,,0.04,0.2,0.013,1,1,7.7
Biersdorf Inc,Norwalk Storm Drain System,103,,784,2844,N,BDF 003-main gate,10/9/07,0.46,4,9/15/07,6.55,24,5,,,5,0.1,1.6,0.4,,0.04,0.17,0.013,1,1,27
Times Microwave Systems,Quinnipiac River,148,,332,"3357, 3679",N,DSN001,10/8/07,0.14,1,,4.31,,28.7,3.91,2,67,0.06,2,0.3,,0.01,0.04,0.005,0.27,0.18,1
Times Microwave Systems,Quinnipiac River,148,,332,"3357, 3679",N,DSN002,10/8/07,0.14,1,,4.31,,34.8,3.58,94,33,0.05,2,0.3,,0.01,0.03,0.005,1,0.7,11
Times Microwave Systems,Quinnipiac River,148,,332,"3357, 3679",N,DSN003,10/8/07,0.14,1,,4.31,,29,3.83,2,44,0.04,1.8,0.3,,0.01,0.03,0.05,0.91,0.8,4.4
CRRA-Essex Transfer Station,trib to Falls River,50,,595,4953,Y,DSN 001,8/8/07,0.43,4,7/29/07,5,10,1.6,7,52,52,0.11,7.06,0.4,,0.02,0.06,0.03,1,1,98.6
CRRA-Essex Transfer Station,trib to Falls River,50,,595,4953,Y,DSN 009,8/8/07,0.43,4,7/29/07,5,10,7.8,6.15,99,8,0.18,1.72,0.2,,0.01,0.56,0.02,0.35,0.32,98.6
Connecticut Resources Recovery Authority,N. Meadow Pond and Pumping Station/ CT river,64,,500,4953,Y,1,9/11/07,0.59,6.5,8/21/07,7.23,21,1.4,6.94,76,102,1.5,3.7,4.4,,0.059,0.09,0.038,1,1,44
Connecticut Resources Recovery Authority,N. Meadow Pond and Pumping Station/ CT river,64,,500,4953,Y,2,9/11/07,0.59,6.5,8/21/07,7.23,21,1.5,7.07,98,26,0.38,2.5,1.7,,0.033,0.142,0.005,1,1,28
Connecticut Resources Recovery Authority,N. Meadow Pond and Pumping Station/ CT river,64,,500,4953,Y,002A,9/11/07,0.59,6.5,8/21/07,7.23,21,3.9,8.18,300,524,1.7,5.8,0.3,,0.376,1.53,0.515,1,1,100
Regional Refuse Disposal District #1,trib to Farmington River,5,,205,495,Y,SW 1,10/24/07,0.2,4,10/21/07,7.2,3,1.6,7,26,5,0.02,6,0.3,,0.005,0.01,0.005,1,1,96
Mitchell Associates Inc,Podunk River,132,,1327,7399,N,D001,9/11/07,9,3,9/8/07,5,3,2.5,6.59,110,82,0.69,1.3,0.4,,0.035,0.088,0.02,1,1,20
Mitchell Associates Inc,Podunk River,132,,1327,7399,N,D002,9/11/07,9,3,9/8/07,6,3,4.9,6.8,120,68,1.4,2.1,0.5,,0.025,0.094,0.011,1,1,40
Mitchell Associates Inc,Podunk River,132,,1327,7399,N,D003,9/11/07,9,3,9/8/07,5,3,1.5,6.86,54,100,0.88,0.87,0.3,,0.006,0.032,0.001,1,1,12
DONCASTER INC NEW ENGLAND AIR FOIL PRODUCTS,SCOTT SWAMP BROOK,52,,243,3724,N,2,9/11/07,0.6,6,8/7/07,5.7,35,2.7,6.5,100,35,0.29,3.7,1,,0.045,1.02,0.025,1,0.66,16
DONCASTER INC NEW ENGLAND AIR FOIL PRODUCTS,SCOTT SWAMP BROOK,52,,243,3724,N,3,9/11/07,0.6,6,8/7/07,5.7,35,3.3,5.8,100,39,0.27,4.5,0.7,,0.035,0.234,0.008,1,1,28
Budney Industries Inc,,7,,1841,3724,N,#741189-02,10/12/07,0.91,24,,6.8,,19.3,7.2,91,102,0.12,2.8,0.1,,0.02,0.05,0.006,1,1,96
GIERING METAL FINISHING INC,QUINNIPIAC RIVER BASIN,62,,407,,N,,9/11/07,1.1,6,9/7/07,5.9,4,8,5.75,19,10,1.04,1.7,0.9,,0.01,0.08,0.01,1,1,19
UNITED TOOL & DIE,PIPER BROOK,155,,1686,3724,N,SW 001,9/11/07,0.59,7,8/21/07,4.9,21,9.7,5.6,71,10,0.13,2.8,0.5,,0.077,0.34,0.041,1,0.46,29
CHEMTURA CORPORATION,NAUGATUCK RIVER,88,,864,2869,N,YORK SW-01 OUTFALL #2,9/11/07,0.31,9.5,8/28/07,6.9,14,2.6,6.93,126,55,1.84,1.99,1,,0.065,0.235,0.095,1,1,40
CHEMTURA CORPORATION,NAUGATUCK RIVER,88,,864,2869,N,YORK SW-02 OUTFALL #3,9/11/07,0.31,9.5,8/28/07,6.5,14,1.9,6.79,50,5,2.29,1.46,0.8,,0.033,0.258,0.02,1,1,32
Frito-Lay,Five Mile River,69,,824,2096,N,,8/20/07,0.12,3.3,8/16/07,4.6,4,1.1,7.3,4,3,0.01,1.3,0.2,,0.011,0.046,0.002,0.71,0.71,2
Danaher Tool Group-Holokrome,"Piper Brook, unnamed trib",155,,461,3452,N,AEL07006821,9/11/07,0.53,7,8/21/07,4.2,21,1.8,7.2,48,3,0.45,4.2,1,,0.056,0.865,0.018,1,0.66,16
Danaher Tool Group-Holokrome,"Piper Brook, unnamed trib",155,,461,3452,N,AEL07006822,9/11/07,0.53,7,8/21/07,4.2,21,1.8,6,39,2,0.16,3.5,1.2,,0.071,0.457,0.026,0.43,0.38,16
Greater New Haven Transit District,unnamed Trib of Turners Pond/Shepard,62,,1465,4173,N,"8"" PVC PIPE AD50588",10/10/07,0.31,23,9/30/07,4.89,10,5,4.78,5,5,0.1,1,0.6,,0.04,0.87,0.013,0.71,0.27,2.8
TOWN OF RIDGEFIELD,THE GREAT SWAMP,118,,1485,4953,Y,HWY GARAGE FACILITY DISCHARGE LOCATION,10/24/07,0.5,1.3,10/20/07,8.8,4,1.4,8.8,124,162,0.41,1.12,0.5,,0.01,0.08,0.004,1,1,64
ALLIED SINTERLINGS INC,Still River,34,6600,727,,N,PARKING LOT DRAIN,9/11/07,,13,8/21/07,4.5,21,0.5,4.7,17,2,0.01,0.63,0.2,,0.02,0.01,0.008,0.35,0.08,1
A. AIUDI AND SONS LLC,UNNAMED WETLAND POND,110,,1128,3272,Y,SEDIMENTATION BASIN #3,11/6/07,0.72,9,11/3/07,,3,2.9,8.3,120,153,0.45,2.6,0.5,,0.045,0.097,0.007,1,1,40
A. AIUDI AND SONS LLC,UNNAMED STREAM,155,,1227,3272,Y,CATCH BASIN #7 SE CORNER OF SITE,11/6/07,0.72,9,11/3/07,,3,2.7,8.2,20,101,0.03,10,0.6,,0.016,0.057,0.018,1,1,36
Petzold,Connecticut River,113,,398,,Y,,10/27/07,0.75,8,,,,3.4,6.1,13,23,0.08,0.33,0.1,,0.083,0.062,0.03,0.28,0.26,4
Waste Management of CT,Norwalk River,103,,823,4212,N,Outfall 002,9/14/06,1.88,48,9/5/06,5,9,9.5,7,340,430,0.73,5,1,,0.153,0.85,0.21,1,1,196
Waste Management of NY,Norwalk River,103,,823,4212,N,Outfall 001,10/9/07,1.2,72,9/27/07,4.5,12,1.5,7.59,120,198,0.49,1.8,0.6,,0.165,0.459,0.155,1,1,120
Sterling Street Terminal,,43,,1583,5171,Y,,10/25/07,,,,,,1.6,7.01,50,47,0.77,0.53,0.6,,0.052,0.055,0.018,0.77,0.71,12
Town of Enfield,4200,49,,1015,7538,Y,1,11/6/07,0.61,0.8,11/3/07,5.1,3,5,6.6,18,31,0.1,1,0.2,,0.04,0.081,0.013,1,1,4.7
Town of Enfield,4200,49,,1015,7538,Y,2,11/6/07,0.61,0.8,11/3/07,5.1,3,5,5.4,46,26,0.1,1,0.1,,0.04,0.047,0.013,1,1,3.1
Town of Enfield,4003,49,,1206,7538,Y,SW2,11/6/07,0.61,2,11/3/07,5.1,3,5,7.1,46,21,0.1,1.3,1.1,,0.04,0.02,0.013,1,1,55
Bodycote Terminal Processing,Mattabasset,7,,479,,N,2,11/6/07,0.72,8,11/3/07,4.5,3,27.7,6.4,25,58,0.38,3.9,0.2,,0.02,0.15,0.001,1,1,16
Paramount Concrete,MS4,135,,1998,3273,N,1,9/22/07,0.1,2,,6.2,,2,9.47,288,62,0.29,4.4,1.3,,0.069,0.046,0.006,1,1,337.3
ITW CIP CT,Naugatuck River,151,,463,3469,N,,11/13/07,0.24,12,11/6/07,3.8,7,1.6,6.78,11,1,0.05,0.49,0.6,,0.01,0.05,0.02,1,1,4.7
Gems Sensors & Controls,,110,,1360,,N,,9/28/07,0.34,6,9/15/07,5,13,16.8,6.2,75,8,0.24,2.2,0.1,,0.02,0.09,0.01,1,1,20
Gems Plainville,,110,,1360,,N,end of entire drain system,10/9/07,0.91,40,9/27/07,5,12,22.7,5.2,45,11,0.07,2.2,0,,0.44,0.5,0.045,0.06,0.06,4
TLD ACE Corporation,trib to Mill Brook,164,,400,3585,N,outlet to Mill Brook,11/6/07,0.55,10,10/27/07,8.22,10,5,8.24,130,76,0.14,1.1,1,,0.04,0.14,0.013,1,1,54
Town of Montville,Wheeler Pond,86,,433,4953,Y,trf station-drainage swale,11/26/07,0.66,8,11/20/07,4.5,6,7.3,7.8,73,61,0.12,2.4,2.7,,0.015,0.035,0.007,1,1,40
Bridgeport United Recycling,Johnson Creek,15,,515,5171,N,O/H2O sep outfall,9/11/07,1.14,2,8/21/07,4.8,21,2.8,7.2,65,313,0.61,2.28,0.2,,0.189,0.404,0.054,1,1,25
ITW Graphics (frmlyPro/Mark),Hockanum River,77,,1351,2759,N,,8/21/07,0.39,3.5,8/17/07,5.9,4,1.8,7,20,8,0.2,1.6,0.3,,0.005,0.098,0.005,1,1,4
ITW Graphics (frmlyPro/Mark),Hockanum River,77,,1351,2759,N,,10/19/07,1.1,14,10/12/07,4.2,7,1.7,6.2,20,7,0.1,1,0.2,,0.005,0.016,0.005,1,1,0
Litchfield Public Works Dept,Tannery Brook,74,,875,9199,Y,town garage,10/11/07,1.2,3,,6.3,,2,6.2,31,41,0.11,0.73,0.4,,0.024,0.038,0.03,1,1,9
Litchfield Public Works Dept,Shepuag Regional Basin,74,,811,4953,Y,upper,10/9/07,0.8,3,9/23/07,6.5,16,2.1,6.4,22,18,0.09,0.88,1,,0.024,0.083,0.03,1,1,9
Litchfield Public Works Dept,Shepuag Regional Basin,74,,811,4953,Y,recycling center-lower,10/9/07,0.8,3,9/23/07,6.7,16,2.7,6.6,44,15,0.05,0.83,0.8,,0.021,0.153,0.03,1,1,6
Connecticut Resources Recovery Authority,N. Meadow Pond and Pumping Station/ CT river,64,,500,4953,Y,3,11/15/07,0.52,10,,7.54,,1.4,7.07,38,12,0.08,1.9,0.2,,0.019,0.077,0.007,1,1,400
Tom's Foreign Auto Parts,,151,,1126,,N,,11/26/07,0.95,8,11/20/07,5.93,6,1,5.93,11,4,0.05,0.83,0.3,,0.07,0.11,0.03,0.1,0.1,3.3
Nufern,,40,,1441,3229,N,storm drain #1-near shipping,9/27/05,0.38,,,4.01,8,5,5.65,29,5,0.2,1,0.3,tntc,0.01,0.05,0.005,1,1,52
Nufern,,40,,1441,3229,N,basin #1,7/19/07,1.25,,7/18/07,4.9,1,5,5.22,20,52,0.83,1,0.3,,0.018,0.11,0.002,1,1,3
Waste Management of CT,,93,,1443,4212,N,1,9/5/06,0.2,2,,4.5,,8.1,7,160,110,0.62,2.1,0.5,,0.044,0.317,0.105,1,1,280
Waste Management of CT,Fenger Brook,152,,1710,5015,N,DSN-001,9/14/06,1.49,36,9/5/06,4.5,9,5.3,6.89,67,29,0.27,3.9,0.1,,0.007,0.032,0.009,1,1,400
Town of Bethlehem,,10,,1299,9199,Y,,10/25/07,1.34,12,10/12/07,6.3,13,1.8,5.7,66,255,0.16,2.4,0.8,,0.011,0.047,0.005,1,1,8
Dell's Auto Wrecking,Limekiln Brook,34,,1685,5093,Y,,11/6/07,0.73,9,10/27/07,4.4,10,4.5,7.68,18,8,0.15,0.42,0,,0.008,0.027,0.002,1,1,160
Town of Sharon,Webatuck Creek,125,,1417,,Y,1,9/11/07,0.59,13,8/21/07,4.5,21,3.8,7.1,26,295,0.04,1.1,0.4,,0.005,0.12,0.001,1,1,24
Town of Sharon,Webatuck Creek,125,,1417,,Y,1,10/12/07,1.08,,10/9/07,5.8,3,0.5,6.9,14,56,0.01,0.55,0.7,,0.005,0.01,0.012,1,1,40
